Sample_Index, I, Q
853, 117, 128
854, 122, 129
855, 126, 128
856, 131, 129
857, 125, 130
858, 126, 129
859, 128, 127
860, 127, 130
861, 125, 125
862, 129, 125
863, 130, 126
864, 128, 128
865, 129, 126
866, 127, 121
867, 126, 128
868, 131, 129
869, 125, 128
870, 123, 127
871, 129, 126
872, 131, 129
873, 127, 127
874, 127, 122
875, 131, 125
876, 128, 128
877, 130, 125
878, 130, 123
879, 128, 124
880, 128, 127
881, 124, 127
882, 126, 126
883, 128, 131
884, 129, 131
885, 131, 130
886, 128, 125
887, 127, 122
888, 127, 130
889, 130, 127
890, 127, 125
891, 132, 124
892, 130, 123
893, 131, 125
894, 127, 127
895, 128, 130
896, 128, 125
897, 126, 127
898, 129, 130
899, 130, 131
900, 126, 127
901, 128, 127
902, 124, 127
903, 118, 126
904, 127, 127
905, 130, 124
906, 128, 126
907, 132, 130
908, 127, 130
909, 124, 124
910, 128, 125
911, 124, 128
912, 125, 128
913, 129, 125
914, 130, 125
915, 128, 126
916, 128, 127
917, 127, 128
918, 126, 125
919, 130, 125
920, 124, 123
921, 119, 126
922, 128, 128
923, 126, 123
924, 126, 125
925, 127, 127
926, 128, 128
927, 131, 126
928, 124, 128
929, 127, 131
930, 133, 127
931, 128, 130
932, 126, 130
933, 123, 127
934, 124, 124
935, 125, 126
936, 128, 128
937, 126, 130
938, 124, 126
939, 125, 127
940, 127, 125
941, 128, 124
942, 127, 124
943, 127, 127
944, 127, 126
945, 129, 129
946, 127, 130
947, 127, 130
948, 128, 125
949, 127, 124
950, 127, 125
951, 126, 128
952, 127, 125
953, 124, 122
954, 126, 122
955, 129, 128
956, 127, 122
957, 128, 125
958, 125, 128
959, 126, 128
960, 126, 129
961, 124, 126
962, 127, 128
963, 131, 127
964, 131, 125
965, 129, 129
966, 129, 129
967, 127, 122
968, 122, 126
969, 125, 128
970, 125, 122
971, 129, 124
972, 131, 129
973, 126, 123
974, 125, 124
975, 125, 125
976, 127, 127
977, 128, 125
978, 128, 125
979, 129, 129
980, 130, 126
981, 125, 122
982, 124, 125
983, 124, 128
984, 126, 132
985, 128, 125
986, 126, 125
987, 127, 123
988, 126, 128
989, 124, 125
990, 127, 127
991, 126, 126
992, 128, 129
993, 128, 128
994, 126, 128
995, 122, 128
996, 127, 126
997, 127, 127
998, 125, 127
999, 130, 129
