Sample_Index, I, Q
278, 127, 124
279, 129, 130
280, 123, 124
281, 124, 127
282, 125, 130
283, 127, 126
284, 126, 124
285, 128, 126
286, 132, 122
287, 127, 124
288, 123, 125
289, 121, 127
290, 122, 128
291, 121, 127
292, 128, 130
293, 132, 129
294, 126, 125
295, 120, 122
296, 122, 124
297, 123, 129
298, 125, 128
299, 124, 125
300, 128, 129
301, 132, 127
302, 128, 126
303, 126, 127
304, 131, 127
305, 132, 129
306, 125, 127
307, 127, 124
308, 123, 126
309, 125, 129
310, 126, 127
311, 129, 128
312, 129, 127
313, 124, 128
314, 122, 131
315, 126, 127
316, 125, 128
317, 124, 129
318, 124, 130
319, 127, 131
320, 127, 131
321, 124, 133
322, 128, 129
323, 133, 126
324, 130, 125
325, 124, 125
326, 124, 127
327, 127, 124
328, 129, 127
329, 127, 127
330, 122, 126
331, 122, 128
332, 129, 131
333, 135, 129
334, 128, 127
335, 124, 122
336, 122, 128
337, 124, 128
338, 125, 127
339, 124, 125
340, 124, 126
341, 129, 124
342, 130, 125
343, 129, 124
344, 125, 127
345, 126, 127
346, 126, 127
347, 124, 131
348, 125, 132
349, 130, 126
350, 128, 124
351, 124, 123
352, 120, 125
353, 121, 127
354, 130, 131
355, 131, 131
356, 129, 126
357, 127, 124
358, 127, 122
359, 127, 122
360, 126, 127
361, 123, 130
362, 126, 135
363, 129, 130
364, 133, 124
365, 127, 125
366, 124, 129
367, 123, 129
368, 128, 128
369, 133, 128
370, 131, 128
371, 128, 125
372, 128, 128
373, 127, 124
374, 124, 126
375, 128, 125
376, 128, 126
377, 126, 129
378, 130, 129
379, 131, 125
380, 128, 120
381, 127, 124
382, 127, 125
383, 124, 123
384, 122, 124
385, 125, 127
386, 126, 128
387, 127, 128
388, 127, 123
389, 121, 122
390, 126, 126
391, 130, 125
392, 126, 127
393, 126, 133
394, 127, 126
395, 129, 124
396, 132, 130
397, 131, 127
398, 129, 130
399, 129, 128
400, 127, 125
401, 130, 126
402, 128, 123
403, 123, 123
404, 123, 126
405, 127, 125
406, 130, 126
407, 128, 128
408, 128, 128
409, 130, 126
410, 127, 122
411, 122, 126
412, 125, 126
413, 124, 126
414, 126, 133
415, 128, 131
416, 126, 124
417, 123, 122
418, 125, 123
419, 128, 128
420, 126, 129
421, 127, 130
422, 133, 129
423, 129, 125
424, 126, 127
425, 124, 129
426, 124, 126
427, 123, 127
428, 125, 127
429, 128, 130
430, 133, 129
431, 132, 126
432, 126, 122
433, 120, 124
434, 124, 126
435, 127, 126
436, 127, 129
437, 131, 128
438, 126, 125
439, 126, 126
440, 126, 123
441, 129, 129
442, 130, 127
443, 126, 128
444, 126, 125
445, 123, 120
446, 122, 128
447, 125, 132
448, 129, 125
449, 131, 124
450, 131, 125
451, 128, 122
452, 126, 127
453, 123, 127
454, 118, 126
455, 122, 131
456, 130, 130
457, 129, 126
458, 128, 125
459, 128, 123
460, 126, 122
461, 128, 130
462, 128, 127
463, 124, 128
464, 128, 130
465, 128, 125
466, 127, 126
467, 129, 126
468, 125, 129
469, 124, 129
470, 121, 129
471, 122, 128
472, 128, 129
473, 129, 129
474, 135, 132
475, 133, 125
476, 124, 121
477, 124, 126
478, 126, 127
479, 129, 130
480, 132, 130
481, 131, 125
482, 127, 125
483, 129, 127
484, 130, 124
485, 122, 127
486, 128, 127
487, 130, 125
488, 126, 126
489, 126, 128
490, 124, 129
491, 128, 128
492, 128, 130
493, 125, 128
494, 127, 131
495, 131, 129
496, 127, 127
497, 124, 125
498, 129, 124
499, 129, 127
500, 127, 128
501, 125, 127
502, 126, 129
503, 129, 125
504, 129, 124
505, 127, 122
506, 121, 124
507, 122, 132
508, 130, 131
509, 132, 126
510, 129, 122
511, 129, 128
512, 125, 126
513, 126, 128
514, 124, 129
515, 127, 131
516, 128, 125
517, 128, 124
518, 125, 127
519, 124, 126
520, 123, 129
521, 128, 129
522, 132, 123
523, 128, 122
524, 128, 126
525, 128, 123
526, 126, 124
527, 128, 125
528, 125, 125
529, 127, 126
530, 128, 127
531, 127, 126
532, 126, 128
533, 126, 121
534, 125, 128
535, 127, 129
536, 132, 124
537, 131, 122
538, 124, 119
539, 123, 123
540, 130, 127
541, 131, 128
542, 129, 129
543, 128, 125
544, 128, 122
545, 128, 130
546, 125, 127
547, 121, 126
548, 122, 129
549, 128, 129
550, 131, 128
551, 128, 124
552, 125, 123
553, 126, 124
554, 126, 124
555, 126, 123
556, 124, 127
557, 125, 126
558, 124, 126
559, 127, 127
560, 130, 125
561, 128, 124
562, 126, 125
563, 126, 130
564, 125, 126
565, 122, 128
566, 124, 130
567, 131, 127
568, 133, 125
569, 129, 126
570, 124, 125
571, 123, 129
572, 130, 129
573, 127, 129
574, 128, 130
575, 128, 129
576, 132, 127
577, 129, 127
578, 124, 126
579, 124, 130
580, 128, 130
581, 128, 127
582, 126, 126
583, 128, 123
584, 128, 123
585, 122, 128
586, 119, 127
587, 126, 124
588, 128, 127
589, 127, 128
590, 128, 124
591, 126, 125
592, 124, 125
593, 126, 127
594, 125, 129
595, 130, 129
596, 130, 130
597, 130, 129
598, 126, 124
599, 126, 124
600, 125, 127
601, 126, 130
602, 129, 130
603, 128, 126
604, 128, 128
605, 128, 124
606, 128, 129
607, 131, 129
608, 132, 128
609, 129, 127
610, 123, 129
611, 123, 129
612, 126, 132
613, 129, 132
614, 128, 131
615, 124, 132
616, 128, 128
617, 130, 121
618, 128, 125
619, 123, 128
620, 124, 125
621, 131, 125
622, 130, 128
623, 128, 128
624, 126, 124
625, 125, 127
626, 125, 131
627, 125, 128
628, 122, 128
629, 126, 126
630, 127, 123
631, 126, 126
632, 128, 125
633, 127, 126
634, 126, 127
635, 122, 128
636, 125, 132
637, 130, 126
638, 130, 120
639, 125, 126
640, 126, 127
641, 128, 122
642, 126, 130
643, 124, 129
644, 122, 129
645, 128, 127
646, 129, 127
647, 125, 130
648, 125, 127
649, 127, 125
650, 128, 127
651, 128, 130
652, 126, 127
653, 128, 125
654, 128, 124
655, 129, 125
656, 124, 128
657, 125, 128
658, 124, 128
659, 120, 128
660, 122, 129
661, 128, 127
662, 126, 125
663, 126, 123
664, 123, 121
665, 124, 123
666, 126, 126
667, 123, 131
668, 125, 133
669, 125, 130
670, 126, 127
671, 124, 128
672, 124, 128
673, 127, 126
674, 126, 120
675, 123, 125
676, 122, 128
677, 121, 123
678, 125, 124
679, 127, 125
680, 130, 128
681, 126, 126
682, 125, 124
683, 123, 124
684, 127, 128
685, 134, 128
686, 132, 127
687, 130, 122
688, 128, 122
689, 126, 122
690, 126, 126
691, 125, 127
692, 126, 130
693, 126, 126
694, 127, 122
695, 125, 123
696, 129, 124
697, 132, 130
698, 131, 132
699, 132, 126
700, 131, 119
701, 130, 123
702, 126, 129
703, 125, 131
704, 127, 134
705, 131, 132
706, 134, 126
707, 130, 124
708, 125, 125
709, 124, 124
710, 125, 127
711, 127, 128
712, 128, 126
713, 127, 129
714, 125, 126
715, 131, 121
716, 129, 124
717, 126, 123
718, 127, 125
719, 126, 126
720, 127, 127
721, 124, 124
722, 123, 124
723, 127, 130
724, 131, 132
725, 132, 127
726, 132, 122
727, 127, 122
728, 128, 122
729, 125, 122
730, 124, 121
731, 128, 127
732, 131, 128
733, 132, 126
734, 133, 122
735, 129, 120
736, 124, 122
737, 123, 122
738, 126, 126
739, 124, 133
740, 123, 128
741, 123, 126
742, 124, 129
743, 130, 130
744, 128, 126
745, 125, 125
746, 129, 127
747, 128, 129
748, 124, 126
749, 128, 124
750, 128, 123
751, 126, 121
752, 120, 124
753, 123, 127
754, 126, 132
755, 129, 132
756, 130, 130
757, 125, 124
758, 123, 123
759, 122, 125
760, 119, 125
761, 121, 129
762, 123, 126
763, 128, 126
764, 124, 127
765, 127, 124
766, 129, 125
767, 134, 132
768, 134, 126
769, 132, 121
770, 128, 124
771, 126, 126
772, 125, 128
773, 126, 128
774, 126, 128
775, 129, 128
776, 127, 127
777, 129, 130
778, 130, 129
779, 129, 122
780, 125, 124
781, 129, 125
782, 129, 127
783, 127, 128
784, 128, 128
785, 127, 131
786, 127, 131
787, 125, 129
788, 125, 130
789, 129, 130
790, 128, 129
791, 123, 126
792, 122, 125
793, 128, 128
794, 127, 128
795, 127, 126
796, 133, 123
797, 129, 128
798, 128, 125
799, 127, 125
800, 124, 128
801, 124, 130
802, 126, 126
803, 128, 128
804, 129, 125
805, 126, 125
806, 128, 125
807, 127, 125
808, 125, 129
809, 129, 127
810, 128, 125
811, 125, 126
812, 124, 124
813, 122, 126
814, 117, 129
815, 126, 127
816, 125, 127
817, 128, 128
818, 126, 127
819, 124, 125
820, 127, 122
821, 127, 122
822, 124, 127
823, 123, 128
824, 124, 130
825, 130, 127
826, 131, 127
827, 128, 127
828, 121, 127
829, 124, 124
830, 126, 126
831, 126, 129
832, 124, 131
833, 126, 128
834, 127, 130
835, 123, 126
836, 123, 127
837, 128, 131
838, 127, 133
839, 131, 130
840, 127, 125
841, 126, 123
842, 126, 123
843, 118, 126
844, 123, 134
845, 125, 130
846, 124, 128
847, 128, 126
848, 131, 125
849, 129, 123
850, 123, 126
851, 118, 126
852, 120, 128
853, 130, 132
854, 131, 129
855, 125, 126
856, 128, 127
857, 128, 127
858, 128, 126
859, 128, 125
860, 123, 124
861, 126, 122
862, 122, 126
863, 126, 128
864, 127, 126
865, 126, 124
866, 125, 127
867, 125, 132
868, 122, 131
869, 126, 125
870, 128, 126
871, 131, 127
872, 130, 125
873, 127, 120
874, 124, 125
875, 123, 131
876, 128, 132
877, 132, 128
878, 127, 124
879, 127, 125
880, 126, 125
881, 123, 125
882, 122, 126
883, 122, 132
884, 122, 131
885, 123, 126
886, 131, 128
887, 135, 126
888, 126, 124
889, 122, 126
890, 122, 125
891, 125, 130
892, 127, 132
893, 127, 129
894, 129, 126
895, 131, 125
896, 126, 124
897, 125, 128
898, 128, 132
899, 128, 127
900, 128, 125
901, 127, 126
902, 126, 127
903, 127, 126
904, 128, 129
905, 126, 134
906, 128, 133
907, 134, 124
908, 132, 124
909, 127, 128
910, 124, 127
911, 125, 130
912, 129, 132
913, 131, 131
914, 129, 127
915, 129, 125
916, 129, 123
917, 123, 124
918, 126, 127
919, 126, 131
920, 127, 137
921, 131, 132
922, 131, 123
923, 130, 124
924, 129, 126
925, 128, 125
926, 127, 127
927, 126, 127
928, 126, 125
929, 125, 123
930, 125, 122
931, 123, 127
932, 127, 127
933, 133, 128
934, 134, 124
935, 128, 122
936, 122, 123
937, 122, 125
938, 125, 130
939, 127, 133
940, 130, 129
941, 130, 126
942, 128, 124
943, 128, 125
944, 121, 122
945, 120, 124
946, 127, 129
947, 127, 128
948, 128, 126
949, 126, 129
950, 124, 131
951, 127, 131
952, 129, 136
953, 132, 135
954, 132, 128
955, 129, 126
956, 131, 128
957, 126, 128
958, 126, 125
959, 123, 123
960, 123, 126
961, 125, 126
962, 123, 128
963, 126, 132
964, 128, 131
965, 131, 127
966, 127, 123
967, 125, 125
968, 122, 128
969, 122, 129
970, 128, 130
971, 126, 126
972, 125, 127
973, 128, 129
974, 126, 128
975, 127, 133
976, 129, 133
977, 128, 127
978, 127, 121
979, 123, 125
980, 122, 131
981, 124, 134
982, 125, 129
983, 125, 126
984, 128, 126
985, 129, 127
986, 126, 122
987, 127, 124
988, 125, 129
989, 125, 131
990, 125, 128
991, 124, 128
992, 128, 125
993, 127, 129
994, 125, 130
995, 126, 127
996, 129, 130
997, 131, 126
998, 128, 126
999, 127, 123
