Sample_Index, I, Q
547, 125, 123
548, 124, 119
549, 123, 128
550, 131, 133
551, 129, 129
552, 124, 126
553, 126, 124
554, 129, 123
555, 127, 125
556, 125, 128
557, 126, 127
558, 126, 123
559, 122, 121
560, 123, 124
561, 125, 129
562, 126, 125
563, 126, 126
564, 127, 132
565, 125, 134
566, 129, 134
567, 136, 126
568, 131, 124
569, 123, 125
570, 119, 124
571, 121, 131
572, 128, 131
573, 130, 128
574, 126, 125
575, 127, 123
576, 128, 123
577, 123, 125
578, 122, 128
579, 124, 129
580, 128, 133
581, 129, 125
582, 125, 123
583, 127, 124
584, 124, 123
585, 124, 126
586, 126, 127
587, 125, 127
588, 125, 126
589, 125, 126
590, 128, 128
591, 128, 130
592, 129, 133
593, 131, 128
594, 130, 121
595, 128, 121
596, 126, 126
597, 128, 126
598, 126, 125
599, 119, 127
600, 124, 129
601, 130, 131
602, 132, 126
603, 127, 119
604, 122, 124
605, 127, 125
606, 126, 129
607, 125, 130
608, 127, 129
609, 129, 129
610, 132, 130
611, 133, 120
612, 126, 117
613, 126, 124
614, 126, 129
615, 127, 130
616, 126, 128
617, 129, 129
618, 128, 129
619, 131, 129
620, 125, 126
621, 126, 129
622, 133, 132
623, 135, 126
624, 133, 124
625, 124, 123
626, 124, 120
627, 128, 126
628, 125, 125
629, 127, 125
630, 128, 128
631, 131, 126
632, 125, 124
633, 123, 124
634, 126, 126
635, 125, 128
636, 124, 130
637, 124, 128
638, 128, 125
639, 131, 123
640, 132, 119
641, 124, 123
642, 123, 130
643, 125, 131
644, 126, 129
645, 127, 130
646, 129, 125
647, 126, 124
648, 127, 126
649, 127, 124
650, 126, 126
651, 124, 124
652, 126, 123
653, 127, 124
654, 129, 129
655, 127, 129
656, 133, 127
657, 128, 125
658, 124, 124
659, 125, 126
660, 124, 125
661, 121, 125
662, 125, 130
663, 122, 131
664, 131, 125
665, 131, 120
666, 127, 118
667, 122, 123
668, 121, 126
669, 127, 126
670, 129, 128
671, 130, 127
672, 131, 124
673, 131, 123
674, 129, 123
675, 129, 124
676, 125, 128
677, 126, 129
678, 128, 129
679, 125, 127
680, 126, 130
681, 126, 129
682, 126, 125
683, 125, 125
684, 122, 124
685, 125, 130
686, 130, 128
687, 128, 124
688, 128, 129
689, 131, 127
690, 130, 123
691, 126, 124
692, 126, 125
693, 122, 128
694, 127, 131
695, 131, 129
696, 127, 125
697, 123, 127
698, 127, 126
699, 126, 125
700, 123, 130
701, 123, 134
702, 130, 132
703, 133, 128
704, 130, 126
705, 127, 126
706, 125, 124
707, 126, 128
708, 128, 131
709, 128, 130
710, 127, 125
711, 125, 125
712, 127, 125
713, 126, 126
714, 124, 131
715, 127, 131
716, 131, 128
717, 127, 124
718, 124, 126
719, 128, 125
720, 126, 120
721, 126, 126
722, 129, 126
723, 127, 124
724, 127, 126
725, 123, 131
726, 127, 134
727, 135, 128
728, 133, 120
729, 124, 122
730, 124, 127
731, 123, 124
732, 125, 126
733, 127, 126
734, 128, 126
735, 130, 130
736, 132, 125
737, 131, 122
738, 126, 123
739, 121, 127
740, 123, 130
741, 124, 128
742, 126, 125
743, 128, 128
744, 127, 129
745, 127, 128
746, 124, 131
747, 127, 128
748, 127, 128
749, 123, 126
750, 119, 125
751, 125, 131
752, 130, 130
753, 130, 130
754, 130, 124
755, 128, 124
756, 128, 126
757, 127, 126
758, 123, 130
759, 122, 130
760, 122, 127
761, 126, 125
762, 133, 120
763, 129, 119
764, 122, 123
765, 123, 127
766, 131, 125
767, 128, 123
768, 126, 129
769, 130, 126
770, 130, 126
771, 125, 126
772, 126, 126
773, 126, 128
774, 127, 128
775, 128, 128
776, 130, 126
777, 124, 122
778, 126, 126
779, 128, 129
780, 126, 126
781, 126, 124
782, 126, 126
783, 125, 130
784, 124, 125
785, 121, 122
786, 125, 121
787, 129, 127
788, 131, 129
789, 124, 127
790, 127, 125
791, 129, 125
792, 126, 122
793, 127, 122
794, 132, 122
795, 128, 122
796, 126, 127
797, 127, 129
798, 131, 133
799, 132, 127
800, 129, 125
801, 128, 125
802, 130, 129
803, 125, 128
804, 124, 125
805, 129, 128
806, 129, 128
807, 131, 124
808, 129, 125
809, 125, 124
810, 125, 124
811, 127, 130
812, 128, 127
813, 126, 125
814, 131, 124
815, 131, 120
816, 128, 120
817, 126, 124
818, 125, 127
819, 128, 130
820, 129, 130
821, 129, 124
822, 131, 123
823, 127, 127
824, 125, 123
825, 124, 123
826, 127, 125
827, 124, 126
828, 126, 126
829, 131, 123
830, 128, 121
831, 123, 123
832, 124, 126
833, 126, 127
834, 129, 129
835, 128, 132
836, 130, 127
837, 128, 124
838, 134, 127
839, 134, 125
840, 130, 120
841, 127, 122
842, 122, 126
843, 125, 125
844, 126, 128
845, 125, 129
846, 127, 126
847, 129, 125
848, 129, 120
849, 126, 120
850, 126, 122
851, 125, 124
852, 131, 128
853, 133, 129
854, 130, 124
855, 130, 119
856, 127, 120
857, 126, 122
858, 126, 126
859, 123, 126
860, 127, 126
861, 132, 122
862, 127, 120
863, 123, 129
864, 127, 130
865, 128, 126
866, 124, 127
867, 121, 125
868, 123, 131
869, 122, 133
870, 125, 129
871, 130, 131
872, 126, 131
873, 122, 125
874, 122, 126
875, 123, 130
876, 123, 134
877, 123, 130
878, 127, 128
879, 130, 128
880, 129, 124
881, 124, 126
882, 126, 125
883, 124, 124
884, 119, 127
885, 123, 129
886, 127, 133
887, 125, 131
888, 125, 128
889, 131, 128
890, 127, 125
891, 125, 120
892, 118, 124
893, 122, 125
894, 126, 127
895, 124, 130
896, 127, 125
897, 128, 125
898, 126, 133
899, 130, 136
900, 132, 130
901, 130, 124
902, 129, 127
903, 124, 124
904, 131, 125
905, 130, 126
906, 123, 131
907, 124, 135
908, 128, 132
909, 131, 127
910, 129, 126
911, 129, 130
912, 124, 126
913, 125, 127
914, 127, 133
915, 126, 129
916, 131, 128
917, 132, 127
918, 130, 126
919, 128, 123
920, 122, 124
921, 125, 132
922, 126, 135
923, 132, 130
924, 129, 128
925, 127, 126
926, 129, 124
927, 125, 125
928, 125, 126
929, 128, 127
930, 129, 127
931, 131, 124
932, 128, 128
933, 129, 129
934, 123, 127
935, 122, 127
936, 127, 128
937, 132, 131
938, 134, 126
939, 129, 125
940, 126, 126
941, 126, 129
942, 125, 130
943, 128, 127
944, 133, 126
945, 131, 124
946, 129, 121
947, 129, 120
948, 128, 122
949, 127, 127
950, 122, 124
951, 128, 124
952, 129, 127
953, 126, 126
954, 127, 128
955, 129, 125
956, 129, 127
957, 128, 130
958, 123, 127
959, 127, 125
960, 124, 121
961, 121, 125
962, 122, 128
963, 124, 130
964, 130, 130
965, 126, 125
966, 124, 124
967, 123, 125
968, 126, 126
969, 124, 125
970, 131, 126
971, 131, 131
972, 125, 133
973, 126, 128
974, 126, 125
975, 126, 129
976, 131, 130
977, 131, 124
978, 125, 122
979, 127, 123
980, 128, 129
981, 126, 130
982, 127, 129
983, 124, 126
984, 123, 127
985, 128, 127
986, 126, 130
987, 128, 130
988, 127, 132
989, 126, 130
990, 124, 126
991, 127, 124
992, 125, 126
993, 124, 122
994, 123, 129
995, 126, 130
996, 125, 127
997, 126, 130
998, 130, 130
999, 133, 124
