Sample_Index, I, Q
208, 129, 129
209, 124, 126
210, 124, 126
211, 128, 130
212, 133, 126
213, 128, 120
214, 123, 124
215, 126, 127
216, 124, 128
217, 122, 125
218, 125, 125
219, 128, 127
220, 130, 128
221, 127, 123
222, 122, 121
223, 119, 123
224, 125, 127
225, 126, 129
226, 124, 125
227, 126, 124
228, 125, 126
229, 125, 131
230, 124, 124
231, 126, 127
232, 132, 126
233, 130, 124
234, 126, 118
235, 126, 122
236, 129, 128
237, 129, 124
238, 130, 125
239, 127, 128
240, 126, 131
241, 127, 130
242, 129, 132
243, 127, 130
244, 134, 125
245, 129, 123
246, 127, 127
247, 127, 131
248, 125, 127
249, 127, 127
250, 126, 128
251, 131, 128
252, 129, 125
253, 129, 127
254, 128, 128
255, 123, 130
256, 123, 132
257, 127, 129
258, 128, 122
259, 126, 123
260, 126, 131
261, 123, 131
262, 121, 131
263, 123, 130
264, 125, 127
265, 126, 129
266, 129, 130
267, 128, 130
268, 128, 125
269, 124, 130
270, 125, 129
271, 126, 127
272, 127, 124
273, 132, 126
274, 129, 122
275, 126, 126
276, 125, 129
277, 124, 132
278, 128, 131
279, 129, 124
280, 122, 125
281, 120, 126
282, 122, 128
283, 122, 127
284, 129, 129
285, 125, 131
286, 126, 132
287, 129, 130
288, 129, 127
289, 125, 127
290, 122, 128
291, 125, 131
292, 126, 133
293, 134, 132
294, 130, 125
295, 127, 125
296, 130, 127
297, 127, 130
298, 127, 128
299, 124, 126
300, 125, 127
301, 130, 126
302, 129, 126
303, 125, 123
304, 127, 127
305, 129, 132
306, 126, 133
307, 127, 129
308, 129, 131
309, 130, 128
310, 129, 125
311, 129, 126
312, 127, 126
313, 128, 128
314, 128, 131
315, 128, 130
316, 129, 128
317, 129, 126
318, 125, 122
319, 123, 130
320, 123, 131
321, 125, 125
322, 123, 128
323, 127, 128
324, 127, 129
325, 124, 128
326, 123, 131
327, 126, 131
328, 125, 126
329, 129, 127
330, 126, 126
331, 128, 128
332, 127, 127
333, 122, 128
334, 121, 130
335, 126, 132
336, 130, 130
337, 132, 126
338, 125, 124
339, 122, 123
340, 123, 127
341, 124, 127
342, 125, 129
343, 126, 130
344, 125, 127
345, 127, 121
346, 129, 125
347, 126, 127
348, 128, 129
349, 128, 127
350, 129, 123
351, 129, 124
352, 125, 123
353, 126, 122
354, 127, 122
355, 125, 125
356, 123, 131
357, 127, 128
358, 128, 126
359, 127, 128
360, 127, 128
361, 125, 119
362, 126, 122
363, 126, 129
364, 128, 132
365, 129, 128
366, 129, 130
367, 129, 128
368, 128, 130
369, 126, 127
370, 124, 123
371, 128, 125
372, 130, 125
373, 126, 125
374, 120, 128
375, 122, 129
376, 126, 128
377, 128, 130
378, 127, 125
379, 128, 122
380, 129, 124
381, 129, 127
382, 128, 129
383, 123, 128
384, 123, 130
385, 127, 130
386, 125, 130
387, 125, 127
388, 126, 129
389, 129, 129
390, 129, 125
391, 128, 125
392, 127, 126
393, 128, 127
394, 128, 126
395, 129, 125
396, 126, 128
397, 121, 126
398, 119, 128
399, 123, 130
400, 126, 132
401, 126, 131
402, 125, 126
403, 128, 126
404, 129, 125
405, 125, 127
406, 121, 127
407, 120, 129
408, 126, 133
409, 131, 130
410, 128, 127
411, 125, 130
412, 123, 130
413, 126, 131
414, 127, 128
415, 124, 125
416, 121, 126
417, 124, 132
418, 129, 132
419, 131, 127
420, 127, 125
421, 128, 126
422, 130, 128
423, 131, 130
424, 129, 127
425, 128, 123
426, 127, 120
427, 122, 122
428, 124, 129
429, 129, 129
430, 131, 124
431, 127, 126
432, 127, 124
433, 127, 130
434, 125, 128
435, 122, 125
436, 127, 127
437, 128, 129
438, 121, 129
439, 127, 128
440, 128, 131
441, 131, 129
442, 130, 125
443, 125, 124
444, 126, 125
445, 129, 133
446, 130, 134
447, 129, 127
448, 131, 130
449, 129, 130
450, 128, 125
451, 129, 124
452, 128, 127
453, 128, 127
454, 127, 124
455, 122, 123
456, 120, 128
457, 124, 130
458, 128, 132
459, 129, 129
460, 127, 127
461, 126, 127
462, 128, 126
463, 128, 129
464, 130, 125
465, 132, 124
466, 129, 123
467, 126, 123
468, 124, 126
469, 126, 126
470, 125, 123
471, 130, 128
472, 129, 129
473, 127, 122
474, 125, 121
475, 125, 124
476, 125, 128
477, 125, 127
478, 123, 126
479, 127, 127
480, 129, 128
481, 124, 128
482, 126, 127
483, 127, 127
484, 128, 125
485, 128, 126
486, 129, 125
487, 131, 127
488, 132, 126
489, 129, 126
490, 127, 130
491, 132, 129
492, 131, 125
493, 131, 124
494, 126, 125
495, 124, 127
496, 126, 127
497, 130, 125
498, 130, 125
499, 130, 125
500, 127, 128
501, 126, 122
502, 128, 122
503, 124, 127
504, 121, 125
505, 128, 122
506, 126, 127
507, 125, 128
508, 127, 126
509, 128, 128
510, 129, 131
511, 129, 129
512, 127, 126
513, 123, 126
514, 125, 127
515, 127, 125
516, 130, 127
517, 130, 127
518, 131, 128
519, 127, 126
520, 128, 122
521, 128, 125
522, 127, 132
523, 128, 130
524, 131, 129
525, 128, 130
526, 128, 130
527, 130, 124
528, 124, 123
529, 127, 130
530, 132, 126
531, 131, 126
532, 122, 128
533, 122, 127
534, 125, 125
535, 124, 127
536, 124, 132
537, 129, 131
538, 129, 126
539, 129, 123
540, 130, 124
541, 124, 129
542, 124, 129
543, 126, 128
544, 125, 128
545, 127, 130
546, 126, 127
547, 129, 124
548, 129, 122
549, 125, 124
550, 124, 129
551, 126, 131
552, 126, 127
553, 128, 126
554, 131, 124
555, 130, 122
556, 126, 126
557, 127, 129
558, 130, 130
559, 130, 126
560, 127, 122
561, 124, 123
562, 127, 125
563, 126, 129
564, 125, 132
565, 125, 128
566, 127, 125
567, 128, 126
568, 128, 127
569, 129, 122
570, 127, 123
571, 127, 127
572, 126, 127
573, 127, 127
574, 127, 128
575, 129, 130
576, 129, 127
577, 127, 125
578, 129, 123
579, 129, 126
580, 128, 127
581, 132, 130
582, 135, 130
583, 130, 119
584, 125, 123
585, 126, 126
586, 129, 127
587, 125, 126
588, 126, 126
589, 129, 129
590, 134, 128
591, 131, 128
592, 129, 126
593, 126, 121
594, 125, 127
595, 126, 131
596, 129, 127
597, 128, 122
598, 126, 123
599, 124, 130
600, 125, 127
601, 126, 130
602, 129, 132
603, 126, 127
604, 127, 126
605, 127, 128
606, 129, 127
607, 129, 126
608, 123, 131
609, 124, 132
610, 128, 132
611, 130, 131
612, 131, 128
613, 126, 128
614, 125, 129
615, 121, 127
616, 124, 127
617, 128, 130
618, 130, 135
619, 131, 129
620, 131, 128
621, 127, 128
622, 124, 129
623, 123, 132
624, 129, 125
625, 131, 121
626, 131, 120
627, 127, 122
628, 123, 124
629, 123, 124
630, 122, 128
631, 125, 128
632, 126, 128
633, 129, 127
634, 129, 128
635, 127, 125
636, 128, 127
637, 126, 125
638, 130, 125
639, 131, 127
640, 134, 131
641, 132, 126
642, 129, 123
643, 130, 126
644, 126, 123
645, 127, 126
646, 125, 127
647, 125, 125
648, 128, 128
649, 124, 129
650, 119, 132
651, 123, 131
652, 129, 126
653, 130, 124
654, 125, 123
655, 124, 129
656, 124, 127
657, 124, 126
658, 126, 128
659, 127, 129
660, 130, 126
661, 130, 123
662, 125, 125
663, 122, 124
664, 125, 126
665, 127, 127
666, 125, 126
667, 124, 123
668, 125, 125
669, 125, 129
670, 126, 132
671, 126, 127
672, 127, 127
673, 128, 130
674, 122, 128
675, 122, 124
676, 122, 125
677, 125, 131
678, 126, 130
679, 124, 125
680, 122, 124
681, 126, 125
682, 126, 128
683, 126, 127
684, 127, 130
685, 124, 128
686, 125, 127
687, 128, 127
688, 128, 130
689, 128, 129
690, 127, 128
691, 130, 124
692, 127, 126
693, 127, 127
694, 124, 131
695, 123, 127
696, 124, 124
697, 120, 129
698, 123, 130
699, 128, 126
700, 130, 120
701, 121, 123
702, 120, 125
703, 125, 130
704, 130, 131
705, 126, 128
706, 125, 124
707, 128, 124
708, 126, 127
709, 124, 124
710, 123, 127
711, 128, 131
712, 127, 130
713, 127, 128
714, 127, 130
715, 128, 130
716, 131, 130
717, 132, 129
718, 129, 126
719, 127, 126
720, 120, 130
721, 124, 130
722, 131, 129
723, 133, 127
724, 132, 126
725, 127, 128
726, 129, 127
727, 128, 125
728, 127, 126
729, 128, 124
730, 127, 125
731, 121, 130
732, 119, 132
733, 126, 132
734, 130, 128
735, 128, 127
736, 127, 129
737, 125, 126
738, 125, 127
739, 129, 131
740, 123, 126
741, 121, 123
742, 122, 127
743, 121, 127
744, 123, 131
745, 126, 129
746, 130, 128
747, 130, 126
748, 128, 123
749, 124, 124
750, 125, 128
751, 126, 128
752, 123, 125
753, 126, 129
754, 124, 129
755, 126, 126
756, 128, 127
757, 129, 129
758, 128, 125
759, 126, 124
760, 124, 126
761, 128, 130
762, 126, 133
763, 124, 128
764, 125, 122
765, 124, 120
766, 126, 123
767, 124, 125
768, 125, 123
769, 124, 126
770, 130, 127
771, 129, 130
772, 123, 125
773, 121, 126
774, 124, 125
775, 125, 127
776, 128, 127
777, 129, 127
778, 126, 126
779, 125, 122
780, 125, 126
781, 127, 128
782, 131, 126
783, 129, 127
784, 128, 119
785, 129, 127
786, 128, 126
787, 125, 122
788, 124, 126
789, 126, 127
790, 126, 127
791, 128, 128
792, 132, 125
793, 133, 122
794, 127, 121
795, 127, 122
796, 129, 124
797, 130, 125
798, 128, 125
799, 131, 125
800, 129, 122
801, 128, 122
802, 130, 124
803, 123, 124
804, 127, 125
805, 129, 129
806, 130, 127
807, 128, 125
808, 123, 125
809, 125, 129
810, 127, 125
811, 127, 125
812, 128, 130
813, 132, 130
814, 131, 127
815, 126, 124
816, 126, 127
817, 128, 129
818, 126, 125
819, 127, 121
820, 126, 127
821, 128, 128
822, 126, 123
823, 126, 122
824, 124, 122
825, 124, 130
826, 127, 132
827, 128, 128
828, 121, 129
829, 126, 126
830, 126, 124
831, 127, 126
832, 128, 128
833, 131, 126
834, 133, 122
835, 129, 120
836, 125, 121
837, 128, 129
838, 134, 128
839, 134, 129
840, 128, 127
841, 126, 122
842, 125, 121
843, 128, 121
844, 124, 125
845, 124, 126
846, 127, 128
847, 128, 130
848, 124, 126
849, 125, 128
850, 129, 128
851, 128, 127
852, 126, 124
853, 127, 125
854, 127, 127
855, 131, 127
856, 128, 124
857, 127, 123
858, 125, 120
859, 123, 120
860, 123, 124
861, 125, 129
862, 131, 129
863, 127, 126
864, 126, 125
865, 126, 123
866, 125, 122
867, 122, 125
868, 122, 127
869, 125, 131
870, 130, 131
871, 129, 125
872, 126, 122
873, 124, 128
874, 125, 126
875, 127, 126
876, 129, 129
877, 128, 128
878, 124, 127
879, 127, 126
880, 127, 125
881, 127, 126
882, 126, 125
883, 127, 129
884, 128, 129
885, 131, 130
886, 132, 127
887, 129, 123
888, 126, 126
889, 125, 132
890, 124, 131
891, 127, 129
892, 127, 126
893, 131, 126
894, 134, 128
895, 131, 126
896, 126, 126
897, 125, 130
898, 127, 128
899, 125, 124
900, 126, 125
901, 128, 125
902, 129, 131
903, 128, 129
904, 127, 128
905, 126, 134
906, 131, 134
907, 130, 126
908, 124, 123
909, 127, 125
910, 128, 128
911, 125, 127
912, 125, 125
913, 127, 124
914, 131, 128
915, 131, 127
916, 131, 126
917, 127, 126
918, 122, 125
919, 124, 124
920, 127, 127
921, 126, 130
922, 125, 130
923, 126, 127
924, 127, 130
925, 128, 130
926, 129, 127
927, 128, 129
928, 132, 125
929, 129, 123
930, 127, 125
931, 128, 127
932, 129, 130
933, 131, 132
934, 130, 126
935, 127, 126
936, 130, 128
937, 129, 124
938, 127, 125
939, 126, 127
940, 126, 128
941, 129, 128
942, 126, 126
943, 126, 125
944, 125, 123
945, 127, 123
946, 126, 125
947, 126, 130
948, 125, 132
949, 127, 135
950, 131, 130
951, 128, 124
952, 126, 126
953, 128, 128
954, 128, 126
955, 125, 123
956, 124, 127
957, 128, 131
958, 131, 129
959, 132, 126
960, 129, 126
961, 126, 126
962, 125, 128
963, 127, 129
964, 128, 126
965, 126, 127
966, 125, 128
967, 125, 130
968, 124, 128
969, 128, 130
970, 129, 129
971, 128, 128
972, 127, 125
973, 128, 125
974, 126, 125
975, 123, 124
976, 120, 126
977, 122, 131
978, 127, 128
979, 126, 128
980, 127, 126
981, 125, 125
982, 125, 125
983, 128, 128
984, 129, 129
985, 127, 126
986, 129, 128
987, 130, 132
988, 128, 125
989, 127, 123
990, 125, 126
991, 129, 129
992, 131, 130
993, 128, 123
994, 126, 124
995, 128, 127
996, 127, 125
997, 126, 125
998, 127, 127
999, 126, 128
